id_number,name,type_1,type_2,alternative_types,stat_total,HP,Attack,Defense,Special Attack,Special Defense,Speed
584,Vanilluxe,Ice,No second type,No alternate type,535,71,95,85,110,95,79
,,,,,,,,,,,
585,Deerling,Normal,Grass,No alternate type,335,60,60,50,40,50,75
,,,,,,,,,,,
586,Sawsbuck,Normal,Grass,No alternate type,475,80,100,70,60,70,95
,,,,,,,,,,,
587,Emolga,Electric,Flying,No alternate type,428,55,75,60,75,60,103
,,,,,,,,,,,
588,Karrablast,Bug,No second type,No alternate type,315,50,75,45,40,45,60
,,,,,,,,,,,
589,Escavalier,Bug,Steel,No alternate type,495,70,135,105,60,105,20
,,,,,,,,,,,
590,Foongus,Grass,Poison,No alternate type,294,69,55,45,55,55,15
,,,,,,,,,,,
591,Amoonguss,Grass,Poison,No alternate type,464,114,85,70,85,80,30
,,,,,,,,,,,
592,Frillish,Water,Ghost,No alternate type,335,55,40,50,65,85,40
,,,,,,,,,,,
593,Jellicent,Water,Ghost,No alternate type,480,100,60,70,85,105,60
,,,,,,,,,,,
594,Alomomola,Water,No second type,No alternate type,470,165,75,80,40,45,65
,,,,,,,,,,,
595,Joltik,Bug,Electric,No alternate type,319,50,47,50,57,50,65
,,,,,,,,,,,
596,Galvantula,Bug,Electric,No alternate type,472,70,77,60,97,60,108
,,,,,,,,,,,
597,Ferroseed,Grass,Steel,No alternate type,305,44,50,91,24,86,10
,,,,,,,,,,,
598,Ferrothorn,Grass,Steel,No alternate type,489,74,94,131,54,116,20
,,,,,,,,,,,
599,Klink,Steel,No second type,No alternate type,300,40,55,70,45,60,30
,,,,,,,,,,,
600,Klang,Steel,No second type,No alternate type,440,60,80,95,70,85,50
,,,,,,,,,,,
601,Klinklang,Steel,No second type,No alternate type,520,60,100,115,70,85,90
,,,,,,,,,,,
602,Tynamo,Electric,No second type,No alternate type,275,35,55,40,45,40,60
,,,,,,,,,,,
603,Eelektrik,Electric,No second type,No alternate type,405,65,85,70,75,70,40
,,,,,,,,,,,
604,Eelektross,Electric,No second type,No alternate type,515,85,115,80,105,80,50
,,,,,,,,,,,
605,Elgyem,Psychic,No second type,No alternate type,335,55,55,55,85,55,30
,,,,,,,,,,,
606,Beheeyem,Psychic,No second type,No alternate type,485,75,75,75,125,95,40
,,,,,,,,,,,
607,Litwick,Ghost,Fire,No alternate type,275,50,30,55,65,55,20
,,,,,,,,,,,
608,Lampent,Ghost,Fire,No alternate type,370,60,40,60,95,60,55
,,,,,,,,,,,
609,Chandelure,Ghost,Fire,No alternate type,520,60,55,90,145,90,80
,,,,,,,,,,,
610,Axew,Dragon,No second type,No alternate type,320,46,87,60,30,40,57
,,,,,,,,,,,
611,Fraxure,Dragon,No second type,No alternate type,410,66,117,70,40,50,67
,,,,,,,,,,,
612,Haxorus,Dragon,No second type,No alternate type,540,76,147,90,60,70,97
,,,,,,,,,,,
613,Cubchoo,Ice,No second type,No alternate type,305,55,70,40,60,40,40
,,,,,,,,,,,
614,Beartic,Ice,No second type,No alternate type,505,95,130,80,70,80,50
,,,,,,,,,,,
615,Cryogonal,Ice,No second type,No alternate type,515,80,50,50,95,135,105
,,,,,,,,,,,
616,Shelmet,Bug,No second type,No alternate type,305,50,40,85,40,65,25
,,,,,,,,,,,
617,Accelgor,Bug,No second type,No alternate type,495,80,70,40,100,60,145
,,,,,,,,,,,
618,Stunfisk,Ground,Electric,No alternate type,471,109,66,84,81,99,32
,,,,,,,,,,,
619,Mienfoo,Fighting,No second type,No alternate type,350,45,85,50,55,50,65
,,,,,,,,,,,
620,Mienshao,Fighting,No second type,No alternate type,510,65,125,60,95,60,105
,,,,,,,,,,,
621,Druddigon,Dragon,No second type,No alternate type,485,77,120,90,60,90,48
,,,,,,,,,,,
622,Golett,Ground,Ghost,No alternate type,303,59,74,50,35,50,35
,,,,,,,,,,,
623,Golurk,Ground,Ghost,No alternate type,483,89,124,80,55,80,55
,,,,,,,,,,,
624,Pawniard,Dark,Steel,No alternate type,340,45,85,70,40,40,60
,,,,,,,,,,,
625,Bisharp,Dark,Steel,No alternate type,490,65,125,100,60,70,70
,,,,,,,,,,,
626,Bouffalant,Normal,No second type,No alternate type,490,95,110,95,40,95,55
,,,,,,,,,,,
627,Rufflet,Normal,Flying,No alternate type,350,70,83,50,37,50,60
,,,,,,,,,,,
628,Braviary,Normal,Flying,No alternate type,510,100,123,75,57,75,80
,,,,,,,,,,,
629,Vullaby,Dark,Flying,No alternate type,370,70,55,75,45,65,60
,,,,,,,,,,,
630,Mandibuzz,Dark,Flying,No alternate type,510,110,65,105,55,95,80
,,,,,,,,,,,
631,Heatmor,Fire,No second type,No alternate type,484,85,97,66,105,66,65
,,,,,,,,,,,
632,Durant,Bug,Steel,No alternate type,484,58,109,112,48,48,109
,,,,,,,,,,,
633,Deino,Dark,Dragon,No alternate type,300,52,65,50,45,50,38
,,,,,,,,,,,
634,Zweilous,Dark,Dragon,No alternate type,420,72,85,70,65,70,58
,,,,,,,,,,,
635,Hydreigon,Dark,Dragon,No alternate type,600,92,105,90,125,90,98
,,,,,,,,,,,
636,Larvesta,Bug,Fire,No alternate type,360,55,85,55,50,55,60
,,,,,,,,,,,
637,Volcarona,Bug,Fire,No alternate type,550,85,60,65,135,105,100
,,,,,,,,,,,
638,Cobalion,Steel,Fighting,No alternate type,580,91,90,129,90,72,108
,,,,,,,,,,,
639,Terrakion,Rock,Fighting,No alternate type,580,91,129,90,72,90,108
,,,,,,,,,,,
640,Virizion,Grass,Fighting,No alternate type,580,91,90,72,90,129,108
,,,,,,,,,,,
641,Tornadus,Flying,No second type,No alternate type,580,79,100,80,110,90,121
,,,,,,,,,,,
642,Thundurus,Electric,Flying,No alternate type,580,79,105,70,145,80,101
,,,,,,,,,,,
643,Reshiram,Dragon,Fire,No alternate type,680,100,120,100,150,120,90
,,,,,,,,,,,
644,Zekrom,Dragon,Electric,No alternate type,680,100,150,120,120,100,90
,,,,,,,,,,,
645,Landorus,Ground,Flying,No alternate type,600,89,145,90,105,80,91
,,,,,,,,,,,
646,Kyurem,Dragon,Ice,No alternate type,660,125,120,90,170,100,95
,,,,,,,,,,,
647,Keldeo,Water,Fighting,No alternate type,580,91,72,90,129,90,108
,,,,,,,,,,,
648,Meloetta,Normal,Psychic,Normal,600,100,128,90,77,77,128
,,,,,,,,,,,
649,Genesect,Bug,Steel,No alternate type,600,71,120,95,120,95,99
,,,,,,,,,,,
650,Chespin,Grass,No second type,No alternate type,313,56,61,65,48,45,38
,,,,,,,,,,,
651,Quilladin,Grass,No second type,No alternate type,405,61,78,95,56,58,57
,,,,,,,,,,,
652,Chesnaught,Grass,Fighting,No alternate type,530,88,107,122,74,75,64
,,,,,,,,,,,
653,Fennekin,Fire,No second type,No alternate type,307,40,45,40,62,60,60
,,,,,,,,,,,
654,Braixen,Fire,No second type,No alternate type,409,59,59,58,90,70,73
,,,,,,,,,,,
655,Delphox,Fire,Psychic,No alternate type,534,75,69,72,114,100,104
,,,,,,,,,,,
656,Froakie,Water,No second type,No alternate type,314,41,56,40,62,44,71
,,,,,,,,,,,
657,Frogadier,Water,No second type,No alternate type,405,54,63,52,83,56,97
,,,,,,,,,,,
658,Greninja,Water,Dark,No alternate type,530,72,145,67,153,71,132
,,,,,,,,,,,
659,Bunnelby,Normal,No second type,No alternate type,237,38,36,38,32,36,57
,,,,,,,,,,,
660,Diggersby,Normal,Ground,No alternate type,423,85,56,77,50,77,78
,,,,,,,,,,,
661,Fletchling,Normal,Flying,No alternate type,278,45,50,43,40,38,62
,,,,,,,,,,,
662,Fletchinder,Fire,Flying,No alternate type,382,62,73,55,56,52,84
,,,,,,,,,,,
663,Talonflame,Fire,Flying,No alternate type,499,78,81,71,74,69,126
,,,,,,,,,,,
664,Scatterbug,Bug,No second type,No alternate type,200,38,35,40,27,25,35
,,,,,,,,,,,
665,Spewpa,Bug,No second type,No alternate type,213,45,22,60,27,30,29
,,,,,,,,,,,
666,Vivillon,Bug,Flying,No alternate type,411,80,52,50,90,50,89
,,,,,,,,,,,
667,Litleo,Fire,Normal,No alternate type,369,62,50,58,73,54,72
,,,,,,,,,,,
668,Pyroar,Fire,Normal,No alternate type,507,86,68,72,109,66,106
,,,,,,,,,,,
669,Flabébé,Fairy,No second type,No alternate type,303,44,38,39,61,79,42
,,,,,,,,,,,
670,Floette,Fairy,No second type,No alternate type,371,74,65,67,125,128,92
,,,,,,,,,,,
671,Florges,Fairy,No second type,No alternate type,552,78,65,68,112,154,75
,,,,,,,,,,,
672,Skiddo,Grass,No second type,No alternate type,350,66,65,48,62,57,52
,,,,,,,,,,,
673,Gogoat,Grass,No second type,No alternate type,531,123,100,62,97,81,68
,,,,,,,,,,,
674,Pancham,Fighting,No second type,No alternate type,348,67,82,62,46,48,43
,,,,,,,,,,,
675,Pangoro,Fighting,Dark,No alternate type,495,95,124,78,69,71,58
,,,,,,,,,,,
676,Furfrou,Normal,No second type,No alternate type,472,75,80,60,65,90,102
,,,,,,,,,,,
677,Espurr,Psychic,No second type,No alternate type,355,62,48,54,63,60,68
,,,,,,,,,,,
678,Meowstic,Psychic,No second type,No alternate type,466,74,48,76,83,81,104
,,,,,,,,,,,
679,Honedge,Steel,Ghost,No alternate type,325,45,80,100,35,37,28
,,,,,,,,,,,
680,Doublade,Steel,Ghost,No alternate type,448,59,110,150,45,49,35
,,,,,,,,,,,
681,Aegislash,Steel,Ghost,No alternate type,520,60,150,50,150,50,60
,,,,,,,,,,,
682,Spritzee,Fairy,No second type,No alternate type,341,78,52,60,63,65,23
,,,,,,,,,,,
683,Aromatisse,Fairy,No second type,No alternate type,462,101,72,72,99,89,29
,,,,,,,,,,,
684,Swirlix,Fairy,No second type,No alternate type,341,62,48,66,59,57,49
,,,,,,,,,,,
685,Slurpuff,Fairy,No second type,No alternate type,480,82,80,86,85,75,72
,,,,,,,,,,,
686,Inkay,Dark,Psychic,No alternate type,288,53,54,53,37,46,45
,,,,,,,,,,,
687,Malamar,Dark,Psychic,No alternate type,482,86,92,88,68,75,73
,,,,,,,,,,,
688,Binacle,Rock,Water,No alternate type,306,42,52,67,39,56,50
,,,,,,,,,,,
689,Barbaracle,Rock,Water,No alternate type,500,72,105,115,54,86,68
,,,,,,,,,,,
690,Skrelp,Poison,Water,No alternate type,320,50,60,60,60,60,30
,,,,,,,,,,,
691,Dragalge,Poison,Dragon,No alternate type,494,65,75,90,97,123,44
,,,,,,,,,,,
692,Clauncher,Water,No second type,No alternate type,330,50,53,62,58,63,44
,,,,,,,,,,,
693,Clawitzer,Water,No second type,No alternate type,500,71,73,88,120,89,59
,,,,,,,,,,,
694,Helioptile,Electric,Normal,No alternate type,289,44,38,33,61,43,70
,,,,,,,,,,,
695,Heliolisk,Electric,Normal,No alternate type,481,62,55,52,109,94,109
,,,,,,,,,,,
696,Tyrunt,Rock,Dragon,No alternate type,362,58,89,77,45,45,48
,,,,,,,,,,,
697,Tyrantrum,Rock,Dragon,No alternate type,521,82,121,119,69,59,71
,,,,,,,,,,,
698,Amaura,Rock,Ice,No alternate type,362,77,59,50,67,63,46
,,,,,,,,,,,
699,Aurorus,Rock,Ice,No alternate type,521,123,77,72,99,92,58
,,,,,,,,,,,
700,Sylveon,Fairy,No second type,No alternate type,525,95,65,65,110,130,60
,,,,,,,,,,,
701,Hawlucha,Fighting,Flying,No alternate type,500,78,92,75,74,63,118
,,,,,,,,,,,
702,Dedenne,Electric,Fairy,No alternate type,431,67,58,57,81,67,101
,,,,,,,,,,,
703,Carbink,Rock,Fairy,No alternate type,500,50,50,150,50,150,50
,,,,,,,,,,,
704,Goomy,Dragon,No second type,No alternate type,300,45,50,35,55,75,40
,,,,,,,,,,,
705,Sliggoo,Dragon,No second type,No alternate type,452,68,75,53,83,113,60
,,,,,,,,,,,
706,Goodra,Dragon,No second type,No alternate type,600,90,100,70,110,150,80
,,,,,,,,,,,
707,Klefki,Steel,Fairy,No alternate type,470,57,80,91,80,87,75
,,,,,,,,,,,
708,Phantump,Ghost,Grass,No alternate type,309,43,70,48,50,60,38
,,,,,,,,,,,
709,Trevenant,Ghost,Grass,No alternate type,474,85,110,76,65,82,56
,,,,,,,,,,,
710,Pumpkaboo,Ghost,Grass,No alternate type,335,59,66,70,44,55,41
,,,,,,,,,,,
711,Gourgeist,Ghost,Grass,No alternate type,494,85,100,122,58,75,54
,,,,,,,,,,,
712,Bergmite,Ice,No second type,No alternate type,304,55,69,85,32,35,28
,,,,,,,,,,,
713,Avalugg,Ice,No second type,No alternate type,514,95,117,184,44,46,28
,,,,,,,,,,,
714,Noibat,Flying,Dragon,No alternate type,245,40,30,35,45,40,55
,,,,,,,,,,,
715,Noivern,Flying,Dragon,No alternate type,535,85,70,80,97,80,123
,,,,,,,,,,,
716,Xerneas,Fairy,No second type,No alternate type,680,126,131,95,131,98,99
,,,,,,,,,,,
717,Yveltal,Dark,Flying,No alternate type,680,126,131,95,131,98,99
,,,,,,,,,,,
718,Zygarde,Dragon,Ground,No alternate type,600,216,100,121,91,95,85
,,,,,,,,,,,
719,Diancie,Rock,Fairy,No alternate type,600,50,160,110,160,110,110
,,,,,,,,,,,
720,Hoopa,Psychic,Ghost,Psychic,600,80,160,60,170,130,80
,,,,,,,,,,,
721,Volcanion,Fire,Water,No alternate type,600,80,110,120,130,90,70
,,,,,,,,,,,
722,Rowlet,Grass,Flying,No alternate type,320,68,55,55,50,50,42
,,,,,,,,,,,
723,Dartrix,Grass,Flying,No alternate type,420,78,75,75,70,70,52
,,,,,,,,,,,
724,Decidueye,Grass,Ghost,No alternate type,530,78,107,75,100,100,70
,,,,,,,,,,,
725,Litten,Fire,No second type,No alternate type,320,45,65,40,60,40,70
,,,,,,,,,,,
726,Torracat,Fire,No second type,No alternate type,420,65,85,50,80,50,90
,,,,,,,,,,,
727,Incineroar,Fire,Dark,No alternate type,530,95,115,90,80,90,60
,,,,,,,,,,,
728,Popplio,Water,No second type,No alternate type,320,50,54,54,66,56,40
,,,,,,,,,,,
729,Brionne,Water,No second type,No alternate type,420,60,69,69,91,81,50
,,,,,,,,,,,
730,Primarina,Water,Fairy,No alternate type,530,80,74,74,126,116,60
,,,,,,,,,,,
731,Pikipek,Normal,Flying,No alternate type,265,35,75,30,30,30,65
,,,,,,,,,,,
732,Trumbeak,Normal,Flying,No alternate type,355,55,85,50,40,50,75
,,,,,,,,,,,
733,Toucannon,Normal,Flying,No alternate type,485,80,120,75,75,75,60
,,,,,,,,,,,
734,Yungoos,Normal,No second type,No alternate type,253,48,70,30,30,30,45
,,,,,,,,,,,
735,Gumshoos,Normal,No second type,No alternate type,418,88,110,60,55,60,45
,,,,,,,,,,,
736,Grubbin,Bug,No second type,No alternate type,300,47,62,45,55,45,46
,,,,,,,,,,,
737,Charjabug,Bug,Electric,No alternate type,400,57,82,95,55,75,36
,,,,,,,,,,,
738,Vikavolt,Bug,Electric,No alternate type,500,77,70,90,145,75,43
,,,,,,,,,,,
739,Crabrawler,Fighting,No second type,No alternate type,338,47,82,57,42,47,63
,,,,,,,,,,,
740,Crabominable,Fighting,Ice,No alternate type,478,97,132,77,62,67,43
,,,,,,,,,,,
741,Oricorio,Fire,Flying,Electric,476,75,70,70,98,70,93
,,,,,,,,,,,
742,Cutiefly,Bug,Fairy,No alternate type,304,40,45,40,55,40,84
,,,,,,,,,,,
743,Ribombee,Bug,Fairy,No alternate type,464,60,55,60,95,70,124
,,,,,,,,,,,
744,Rockruff,Rock,No second type,No alternate type,280,45,65,40,30,40,60
,,,,,,,,,,,
745,Lycanroc,Rock,No second type,No alternate type,487,75,117,65,55,65,110
,,,,,,,,,,,
746,Wishiwashi,Water,No second type,No alternate type,175,45,140,130,140,135,30
,,,,,,,,,,,
747,Mareanie,Poison,Water,No alternate type,305,50,53,62,43,52,45
,,,,,,,,,,,
748,Toxapex,Poison,Water,No alternate type,495,50,63,152,53,142,35
,,,,,,,,,,,
749,Mudbray,Ground,No second type,No alternate type,385,70,100,70,45,55,45
,,,,,,,,,,,
750,Mudsdale,Ground,No second type,No alternate type,500,100,125,100,55,85,35
,,,,,,,,,,,
751,Dewpider,Water,Bug,No alternate type,269,38,40,52,40,72,27
,,,,,,,,,,,
752,Araquanid,Water,Bug,No alternate type,454,68,70,92,50,132,42
,,,,,,,,,,,
753,Fomantis,Grass,No second type,No alternate type,250,40,55,35,50,35,35
,,,,,,,,,,,
754,Lurantis,Grass,No second type,No alternate type,480,70,105,90,80,90,45
,,,,,,,,,,,
755,Morelull,Grass,Fairy,No alternate type,285,40,35,55,65,75,15
,,,,,,,,,,,
756,Shiinotic,Grass,Fairy,No alternate type,405,60,45,80,90,100,30
,,,,,,,,,,,
757,Salandit,Poison,Fire,No alternate type,320,48,44,40,71,40,77
,,,,,,,,,,,
758,Salazzle,Poison,Fire,No alternate type,480,68,64,60,111,60,117
,,,,,,,,,,,
759,Stufful,Normal,Fighting,No alternate type,340,70,75,50,45,50,50
,,,,,,,,,,,
760,Bewear,Normal,Fighting,No alternate type,500,120,125,80,55,60,60
,,,,,,,,,,,
761,Bounsweet,Grass,No second type,No alternate type,210,42,30,38,30,38,32
,,,,,,,,,,,
762,Steenee,Grass,No second type,No alternate type,290,52,40,48,40,48,62
,,,,,,,,,,,
763,Tsareena,Grass,No second type,No alternate type,510,72,120,98,50,98,72
,,,,,,,,,,,
764,Comfey,Fairy,No second type,No alternate type,485,51,52,90,82,110,100
,,,,,,,,,,,
765,Oranguru,Normal,Psychic,No alternate type,490,90,60,80,90,110,60
,,,,,,,,,,,
766,Passimian,Fighting,No second type,No alternate type,490,100,120,90,40,60,80
,,,,,,,,,,,
767,Wimpod,Bug,Water,No alternate type,230,25,35,40,20,30,80
,,,,,,,,,,,
768,Golisopod,Bug,Water,No alternate type,530,75,125,140,60,90,40
,,,,,,,,,,,
769,Sandygast,Ghost,Ground,No alternate type,320,55,55,80,70,45,15
,,,,,,,,,,,
770,Palossand,Ghost,Ground,No alternate type,480,85,75,110,100,75,35
,,,,,,,,,,,
771,Pyukumuku,Water,No second type,No alternate type,410,55,60,130,30,130,5
,,,,,,,,,,,
772,Type:Null,Normal,No second type,No alternate type,534,95,95,95,95,95,59
,,,,,,,,,,,
773,Silvally,Normal,No second type,No alternate type,570,95,95,95,95,95,95
,,,,,,,,,,,
774,Minior,Rock,Flying,No alternate type,440,60,100,60,100,60,120
,,,,,,,,,,,
775,Komala,Normal,No second type,No alternate type,480,65,115,65,75,95,65
,,,,,,,,,,,
776,Turtonator,Fire,Dragon,No alternate type,485,60,78,135,91,85,36
,,,,,,,,,,,
777,Togedemaru,Electric,Steel,No alternate type,435,65,98,63,40,73,96
,,,,,,,,,,,
778,Mimikyu,Ghost,Fairy,No alternate type,476,55,90,80,50,105,96
,,,,,,,,,,,
779,Bruxish,Water,Psychic,No alternate type,475,68,105,70,70,70,92
,,,,,,,,,,,
780,Drampa,Normal,Dragon,No alternate type,485,78,60,85,135,91,36
,,,,,,,,,,,
781,Dhelmise,Ghost,Grass,No alternate type,517,70,131,100,86,90,40
,,,,,,,,,,,
782,Jangmo-o,Dragon,No second type,No alternate type,300,45,55,65,45,45,45
,,,,,,,,,,,
783,Hakamo-o,Dragon,Fighting,No alternate type,420,55,75,90,65,70,65
,,,,,,,,,,,
784,Kommo-o,Dragon,Fighting,No alternate type,600,75,110,125,100,105,85
,,,,,,,,,,,
785,TapuKoko,Electric,Fairy,No alternate type,570,70,115,85,95,75,130
,,,,,,,,,,,
786,TapuLele,Psychic,Fairy,No alternate type,570,70,85,75,130,115,95
,,,,,,,,,,,
787,TapuBulu,Grass,Fairy,No alternate type,570,70,130,115,85,95,75
,,,,,,,,,,,
788,TapuFini,Water,Fairy,No alternate type,570,70,75,115,95,130,85
,,,,,,,,,,,
789,Cosmog,Psychic,No second type,No alternate type,200,43,29,31,29,31,37
,,,,,,,,,,,
790,Cosmoem,Psychic,No second type,No alternate type,400,43,29,131,29,131,37
,,,,,,,,,,,
791,Solgaleo,Psychic,Steel,No alternate type,680,137,137,107,113,89,97
,,,,,,,,,,,
792,Lunala,Psychic,Ghost,No alternate type,680,137,113,89,137,107,97
,,,,,,,,,,,
793,Nihilego,Rock,Poison,No alternate type,570,109,53,47,127,131,103
,,,,,,,,,,,
794,Buzzwole,Bug,Fighting,No alternate type,570,107,139,139,53,53,79
,,,,,,,,,,,
795,Pheromosa,Bug,Fighting,No alternate type,570,71,137,37,137,37,151
,,,,,,,,,,,
796,Xurkitree,Electric,No second type,No alternate type,570,83,89,71,173,71,83
,,,,,,,,,,,
797,Celesteela,Steel,Flying,No alternate type,570,97,101,103,107,101,61
,,,,,,,,,,,
798,Kartana,Grass,Steel,No alternate type,570,59,181,131,59,31,109
,,,,,,,,,,,
799,Guzzlord,Dark,Dragon,No alternate type,570,223,101,53,97,53,43
,,,,,,,,,,,
800,Necrozma,Psychic,Psychic,Steel,600,97,167,97,167,97,129
,,,,,,,,,,,
801,Magearna,Steel,Fairy,No alternate type,600,80,95,115,130,115,65
,,,,,,,,,,,
802,Marshadow,Fighting,Ghost,No alternate type,600,90,125,80,90,90,125
,,,,,,,,,,,
803,Poipole,Poison,No second type,No alternate type,420,67,73,67,73,67,73
,,,,,,,,,,,
804,Naganadel,Poison,Dragon,No alternate type,540,73,73,73,127,73,121
,,,,,,,,,,,
805,Stakataka,Rock,Steel,No alternate type,570,61,131,211,53,101,13
,,,,,,,,,,,
806,Blacephalon,Fire,Ghost,No alternate type,570,53,127,53,151,79,107
,,,,,,,,,,,
807,Zeraora,Electric,No second type,No alternate type,600,88,112,75,102,80,143
,,,,,,,,,,,
808,Meltan,Steel,No second type,No alternate type,300,46,65,65,55,35,34
,,,,,,,,,,,
809,Melmetal,Steel,No second type,No alternate type,600,135,143,143,80,65,34
,,,,,,,,,,,
810,Grookey,Grass,No second type,No alternate type,310,50,65,50,40,40,65
,,,,,,,,,,,
811,Thwackey,Grass,No second type,No alternate type,420,70,85,70,55,60,80
,,,,,,,,,,,
812,Rillaboom,Grass,No second type,No alternate type,530,100,125,90,60,70,85
,,,,,,,,,,,
813,Scorbunny,Fire,No second type,No alternate type,310,50,71,40,40,40,69
,,,,,,,,,,,
814,Raboot,Fire,No second type,No alternate type,420,65,86,60,55,60,94
,,,,,,,,,,,
815,Cinderace,Fire,No second type,No alternate type,530,80,116,75,65,75,119
,,,,,,,,,,,
816,Sobble,Water,No second type,No alternate type,310,50,40,40,70,40,70
,,,,,,,,,,,
817,Drizzile,Water,No second type,No alternate type,420,65,60,55,95,55,90
,,,,,,,,,,,
818,Inteleon,Water,No second type,No alternate type,530,70,85,65,125,65,120
,,,,,,,,,,,
819,Skwovet,Normal,No second type,No alternate type,275,70,55,55,35,35,25
,,,,,,,,,,,
820,Greedent,Normal,No second type,No alternate type,460,120,95,95,55,75,20
,,,,,,,,,,,
821,Rookidee,Flying,No second type,No alternate type,245,38,47,35,33,35,57
,,,,,,,,,,,
822,Corvisquire,Flying,No second type,No alternate type,365,68,67,55,43,55,77
,,,,,,,,,,,
823,Corviknight,Flying,Steel,No alternate type,495,98,87,105,53,85,67
,,,,,,,,,,,
824,Blipbug,Bug,No second type,No alternate type,180,25,20,20,25,45,45
,,,,,,,,,,,
825,Dottler,Bug,Psychic,No alternate type,335,50,35,80,50,90,30
,,,,,,,,,,,
826,Orbeetle,Bug,Psychic,No alternate type,505,60,45,110,80,120,90
,,,,,,,,,,,
827,Nickit,Dark,No second type,No alternate type,245,40,28,28,47,52,50
,,,,,,,,,,,
828,Thievul,Dark,No second type,No alternate type,455,70,58,58,87,92,90
,,,,,,,,,,,
829,Gossifleur,Grass,No second type,No alternate type,250,40,40,60,40,60,10
,,,,,,,,,,,
830,Eldegoss,Grass,No second type,No alternate type,460,60,50,90,80,120,60
,,,,,,,,,,,
831,Wooloo,Normal,No second type,No alternate type,270,42,40,55,40,45,48
,,,,,,,,,,,
832,Dubwool,Normal,No second type,No alternate type,490,72,80,100,60,90,88
,,,,,,,,,,,
833,Chewtle,Water,No second type,No alternate type,284,50,64,50,38,38,44
,,,,,,,,,,,
834,Drednaw,Water,Rock,No alternate type,485,90,115,90,48,68,74
,,,,,,,,,,,
835,Yamper,Electric,No second type,No alternate type,270,59,45,50,40,50,26
,,,,,,,,,,,
836,Boltund,Electric,No second type,No alternate type,490,69,90,60,90,60,121
,,,,,,,,,,,
837,Rolycoly,Rock,No second type,No alternate type,240,30,40,50,40,50,30
,,,,,,,,,,,
838,Carkol,Rock,Fire,No alternate type,410,80,60,90,60,70,50
,,,,,,,,,,,
839,Coalossal,Rock,Fire,No alternate type,510,110,80,120,80,90,30
,,,,,,,,,,,
840,Applin,Grass,Dragon,No alternate type,260,40,40,80,40,40,20
,,,,,,,,,,,
841,Flapple,Grass,Dragon,No alternate type,485,70,110,80,95,60,70
,,,,,,,,,,,
842,Appletun,Grass,Dragon,No alternate type,485,110,85,80,100,80,30
,,,,,,,,,,,
843,Silicobra,Ground,No second type,No alternate type,315,52,57,75,35,50,46
,,,,,,,,,,,
844,Sandaconda,Ground,No second type,No alternate type,510,72,107,125,65,70,71
,,,,,,,,,,,
845,Cramorant,Flying,Water,No alternate type,475,70,85,55,85,95,85
,,,,,,,,,,,
846,Arrokuda,Water,No second type,No alternate type,280,41,63,40,40,30,66
,,,,,,,,,,,
847,Barraskewda,Water,No second type,No alternate type,490,61,123,60,60,50,136
,,,,,,,,,,,
848,Toxel,Electric,Poison,No alternate type,242,40,38,35,54,35,40
,,,,,,,,,,,
849,Toxtricity,Electric,Poison,No alternate type,502,75,98,70,114,70,75
,,,,,,,,,,,
850,Sizzlipede,Fire,Bug,No alternate type,305,50,65,45,50,50,45
,,,,,,,,,,,
851,Centiskorch,Fire,Bug,No alternate type,525,100,115,65,90,90,65
,,,,,,,,,,,
852,Clobbopus,Fighting,No second type,No alternate type,310,50,68,60,50,50,32
,,,,,,,,,,,
853,Grapploct,Fighting,No second type,No alternate type,480,80,118,90,70,80,42
,,,,,,,,,,,
854,Sinistea,Ghost,No second type,No alternate type,308,40,45,45,74,54,50
,,,,,,,,,,,
855,Polteageist,Ghost,No second type,No alternate type,508,60,65,65,134,114,70
,,,,,,,,,,,
856,Hatenna,Psychic,No second type,No alternate type,265,42,30,45,56,53,39
,,,,,,,,,,,
857,Hattrem,Psychic,No second type,No alternate type,370,57,40,65,86,73,49
,,,,,,,,,,,
858,Hatterene,Psychic,Fairy,No alternate type,510,57,90,95,136,103,29
,,,,,,,,,,,
859,Impidimp,Dark,Fairy,No alternate type,265,45,45,30,55,40,50
,,,,,,,,,,,
860,Morgrem,Dark,Fairy,No alternate type,370,65,60,45,75,55,70
,,,,,,,,,,,
861,Grimmsnarl,Dark,Fairy,No alternate type,510,95,120,65,95,75,60
,,,,,,,,,,,
862,Obstagoon,Dark,Normal,No alternate type,520,93,90,101,60,81,95
,,,,,,,,,,,
863,Perrserker,Steel,No second type,No alternate type,440,70,110,100,50,60,50
,,,,,,,,,,,
864,Cursola,Ghost,No second type,No alternate type,510,60,95,50,145,130,30
,,,,,,,,,,,
865,Sirfetch'd,Fighting,No second type,No alternate type,507,62,135,95,68,82,65
,,,,,,,,,,,
866,Mr.Rime,Ice,Psychic,No alternate type,520,80,85,75,110,100,70
,,,,,,,,,,,
867,Runerigus,Ground,Ghost,No alternate type,483,58,95,145,50,105,30
,,,,,,,,,,,
868,Milcery,Fairy,No second type,No alternate type,270,45,40,40,50,61,34
,,,,,,,,,,,
869,Alcremie,Fairy,No second type,No alternate type,495,65,60,75,110,121,64
,,,,,,,,,,,
870,Falinks,Fighting,No second type,No alternate type,470,65,100,100,70,60,75
,,,,,,,,,,,
871,Pincurchin,Electric,No second type,No alternate type,435,48,101,95,91,85,15
,,,,,,,,,,,
